Entidad,Municipio,Muertos,Hombre,Mujer,No Identificado,Fuente,Fecha
,,0,0,0,0,,2024-09-25
"Morelos
(2)",Cuernavaca,0,1,0,0,"Central de
Noticias",2024-09-25
,,1,0,0,0,,2024-09-25
,,0,0,0,0,,2024-09-25
,Jiutepec,1,1,0,0,Reporte Morelos,2024-09-25
"Nuevo Leon
(12)",Apodaca,1,0,0,1,El Porvenir,2024-09-25
,Los Ramones,11,11,0,0,Posta,2024-09-25
"Oaxaca
(7)","Heroica Villa de
San Blas
Atempa",0,2,0,0,NVI Noticias,2024-09-25
,,2,0,0,0,,2024-09-25
,,0,0,0,0,,2024-09-25
,"Matias Romero
Avendano",0,1,0,0,El Imparcial,2024-09-25
,,1,0,0,0,,2024-09-25
,,0,0,0,0,,2024-09-25
,"San Francisco
Ixhuatan",0,2,0,0,Cuarta Plana,2024-09-25
,,2,0,0,0,,2024-09-25
,,0,0,0,0,,2024-09-25
,"Santa Cruz
Xoxocotlan",0,1,0,0,Cuarta Plana,2024-09-25
,,1,0,0,0,,2024-09-25
,,0,0,0,0,,2024-09-25
,"Tlacolula de
Matamoros",0,1,0,0,El Imparcial,2024-09-25
,,1,0,0,0,,2024-09-25
,,0,0,0,0,,2024-09-25
"Puebla
(4)",Ahuazotepec,3,3,0,0,Milenio,2024-09-25
,"Tepatlaxco de
Hidalgo",0,1,0,0,Twitter,2024-09-25
,,1,0,0,0,,2024-09-25
,,0,0,0,0,,2024-09-25
"Sinaloa
(3)",Culiacan,2,2,0,0,Noroeste,2024-09-25
,Culiacan,1,1,0,0,Rio Doce,2024-09-25
"Sonora
(1)",Hermosillo,0,1,0,0,Medios Obson,2024-09-25
,,1,0,0,0,,2024-09-25
,,0,0,0,0,,2024-09-25
"Tabasco
(2)",Centro,1,1,0,0,XEVT,2024-09-25
,Comalcalco,0,0,0,1,"El Heraldo de
Tabasco",2024-09-25
,,1,0,0,0,,2024-09-25
,,0,0,0,0,,2024-09-25
"Tamaulipas
(3)",Matamoros,1,1,0,0,Hoy Tamaulipas,2024-09-25
,Reynosa,0,1,0,0,"Vox Populi
Noticias",2024-09-25
,,1,0,0,0,,2024-09-25
,,0,0,0,0,,2024-09-25
,Victoria,1,1,0,0,Hoy Tamaulipas,2024-09-25
"Veracruz de
Ignacio de la
Llave
(1)",Cuitlahuac,0,1,0,0,Al Calor Politico,2024-09-25
,,1,0,0,0,,2024-09-25
,,0,0,0,0,,2024-09-25
"Zacatecas
(5)",Loreto,2,0,2,0,NTR Zacatecas,2024-09-25
,Zacatecas,3,0,3,0,NTR Zacatecas,2024-09-25
Totales:,,88,67,13,8,,2024-09-25
